Date,Open,High,Low,Close,Adj Close,Volume
2022-01-11,4251.799805,4303.169922,4251.799805,4281.540039,4281.540039,26401700
2022-01-12,4306.250000,4328.759766,4289.000000,4316.390137,4316.390137,39871000
2022-01-13,4319.259766,4335.490234,4294.990234,4315.899902,4315.899902,31408300
2022-01-14,4307.479980,4307.479980,4256.609863,4272.189941,4272.189941,34933600
2022-01-17,4281.310059,4310.490234,4274.250000,4302.140137,4302.140137,20507500
2022-01-18,4293.580078,4293.580078,4234.290039,4257.819824,4257.819824,29766200
2022-01-19,4249.399902,4302.169922,4234.620117,4268.279785,4268.279785,34560000
2022-01-20,4271.250000,4300.640137,4248.009766,4299.609863,4299.609863,31731200
2022-01-21,4278.180176,4278.180176,4188.930176,4229.560059,4229.560059,43750100
2022-01-24,4213.830078,4224.470215,4035.280029,4054.360107,4054.360107,45808100
2022-01-25,4078.810059,4112.250000,4039.520020,4078.260010,4078.260010,33488900
2022-01-26,4096.509766,4188.169922,4096.509766,4164.600098,4164.600098,36434800
2022-01-27,4144.779785,4204.859863,4088.909912,4184.970215,4184.970215,42382400
2022-01-28,4174.569824,4181.229980,4071.709961,4136.910156,4136.910156,35332400
2022-01-31,4161.770020,4200.830078,4134.069824,4174.600098,4174.600098,39621200
2022-02-01,4184.629883,4232.439941,4184.629883,4224.450195,4224.450195,33003900
2022-02-02,4242.740234,4259.279785,4222.049805,4222.049805,4222.049805,37636600
2022-02-03,4215.410156,4215.410156,4141.020020,4141.020020,4141.020020,47345600
2022-02-04,4154.750000,4167.870117,4067.510010,4086.580078,4086.580078,47412800
2022-02-07,4101.890137,4131.839844,4074.860107,4120.560059,4120.560059,38510200
2022-02-08,4117.209961,4156.169922,4103.629883,4129.250000,4129.250000,39831700
2022-02-09,4140.410156,4208.759766,4140.410156,4204.089844,4204.089844,45881400
2022-02-10,4208.200195,4239.609863,4169.839844,4197.069824,4197.069824,46945200
2022-02-11,4170.729980,4177.910156,4133.350098,4155.229980,4155.229980,39788800
2022-02-14,4125.310059,4125.310059,4002.909912,4064.449951,4064.449951,53341700
2022-02-15,4059.250000,4143.709961,4043.570068,4143.709961,4143.709961,38905400
2022-02-16,4149.560059,4180.319824,4117.169922,4137.220215,4137.220215,31014500
2022-02-17,4139.879883,4158.439941,4092.790039,4113.189941,4113.189941,32105300
2022-02-18,4107.720215,4128.729980,4054.719971,4074.280029,4074.280029,32432200
2022-02-21,4090.709961,4104.629883,3957.199951,3985.709961,3985.709961,29685200
2022-02-22,3960.199951,4016.459961,3894.989990,3985.469971,3985.469971,43502500
2022-02-23,3991.659912,4054.169922,3962.790039,3973.409912,3973.409912,32529000
2022-02-24,3939.510010,3939.510010,3765.419922,3829.290039,3829.290039,88823100
2022-02-25,3836.850098,3970.830078,3829.280029,3970.689941,3970.689941,66184900
2022-02-28,3940.989990,3940.989990,3825.080078,3924.229980,3924.229980,77052100
2022-03-01,3920.030029,3923.750000,3765.850098,3765.850098,3765.850098,71926900
2022-03-02,3755.270020,3849.719971,3720.719971,3820.590088,3820.590088,67451800
2022-03-03,3819.139893,3841.919922,3731.350098,3741.780029,3741.780029,50887800
2022-03-04,3723.969971,3723.969971,3556.010010,3556.010010,3556.010010,74416700
2022-03-07,3529.570068,3599.929932,3387.000000,3512.219971,3512.219971,82263800
2022-03-08,3489.159912,3610.949951,3469.199951,3505.290039,3505.290039,71843700
2022-03-09,3548.489990,3766.020020,3548.489990,3766.020020,3766.020020,75625000
2022-03-10,3764.639893,3764.639893,3627.129883,3651.389893,3651.389893,61005800
2022-03-11,3657.370117,3801.479980,3630.280029,3686.780029,3686.780029,56506500
2022-03-14,3694.760010,3789.580078,3694.760010,3741.100098,3741.100098,41810600
2022-03-15,3723.229980,3753.260010,3641.500000,3738.110107,3738.110107,43611100
2022-03-16,3766.790039,3929.959961,3766.790039,3889.689941,3889.689941,64059900
2022-03-17,3901.699951,3913.719971,3843.100098,3885.320068,3885.320068,47894200
2022-03-18,3886.489990,3902.439941,3824.020020,3902.439941,3902.439941,63142100
2022-03-21,3900.840088,3914.080078,3877.590088,3881.800049,3881.800049,30428700
2022-03-22,3886.260010,3935.449951,3886.260010,3926.120117,3926.120117,32175200
2022-03-23,3934.129883,3937.810059,3853.540039,3869.219971,3869.219971,34113400
2022-03-24,3874.320068,3892.909912,3845.439941,3863.389893,3863.389893,31635100
2022-03-25,3871.340088,3903.939941,3853.350098,3867.729980,3867.729980,28929500
2022-03-28,3870.330078,3946.780029,3870.330078,3887.100098,3887.100098,33829800
2022-03-29,3906.469971,4024.889893,3906.469971,4002.179932,4002.179932,50862600
2022-03-30,3997.459961,3997.459961,3942.810059,3959.139893,3959.139893,34135500
2022-03-31,3964.010010,3979.699951,3902.520020,3902.520020,3902.520020,35964000
2022-04-01,3906.570068,3935.729980,3895.699951,3918.679932,3918.679932,28145300
2022-04-04,3925.270020,3956.590088,3891.000000,3951.120117,3951.120117,26730400
2022-04-05,3952.580078,3969.040039,3896.620117,3917.850098,3917.850098,33315200
2022-04-06,3915.530029,3915.530029,3792.560059,3824.689941,3824.689941,46123100
2022-04-07,3836.459961,3874.290039,3797.600098,3802.010010,3802.010010,34691100
2022-04-08,3812.080078,3872.590088,3812.080078,3858.370117,3858.370117,32208000
2022-04-11,3845.699951,3870.060059,3813.159912,3839.620117,3839.620117,28850700
2022-04-12,3818.760010,3853.229980,3763.320068,3831.469971,3831.469971,33593000
2022-04-13,3827.469971,3833.979980,3788.870117,3827.959961,3827.959961,27163700
2022-04-14,3834.330078,3859.590088,3823.850098,3848.679932,3848.679932,31407300
2022-04-19,3842.070068,3848.629883,3793.469971,3830.760010,3830.760010,27117700
2022-04-20,3835.159912,3905.750000,3833.459961,3896.810059,3896.810059,33043600
2022-04-21,3901.330078,3954.300049,3897.459961,3928.030029,3928.030029,28253800
2022-04-22,3905.800049,3905.800049,3838.189941,3840.010010,3840.010010,36305200
2022-04-25,3826.959961,3826.959961,3739.669922,3757.590088,3757.590088,34942000
2022-04-26,3769.659912,3804.959961,3717.979980,3721.360107,3721.360107,43591400
2022-04-27,3719.350098,3748.969971,3675.540039,3734.639893,3734.639893,44556600
2022-04-28,3750.209961,3809.239990,3731.949951,3777.020020,3777.020020,34553600
2022-04-29,3785.580078,3833.889893,3785.580078,3802.860107,3802.860107,35628500
2022-05-02,3772.909912,3772.909912,3692.820068,3732.439941,3732.439941,29907400
2022-05-03,3738.489990,3773.300049,3727.520020,3761.189941,3761.189941,31995200
2022-05-04,3758.439941,3767.659912,3724.949951,3724.989990,3724.989990,26726600
2022-05-05,3744.909912,3814.110107,3684.449951,3696.629883,3696.629883,41075500
2022-05-06,3678.850098,3678.850098,3602.770020,3629.169922,3629.169922,47206400
2022-05-09,3618.449951,3628.250000,3526.860107,3526.860107,3526.860107,34328300
2022-05-10,3537.659912,3611.080078,3537.659912,3554.800049,3554.800049,36975300
2022-05-11,3575.159912,3647.870117,3553.719971,3647.870117,3647.870117,40397400
2022-05-12,3617.709961,3637.620117,3544.560059,3613.429932,3613.429932,37608100
2022-05-13,3628.250000,3703.419922,3628.250000,3703.419922,3703.419922,30820400
2022-05-16,3695.780029,3705.229980,3660.189941,3685.340088,3685.340088,25624100
2022-05-17,3696.010010,3752.139893,3696.010010,3741.510010,3741.510010,29254100
2022-05-18,3745.239990,3752.290039,3684.360107,3690.739990,3690.739990,27470800
2022-05-19,3662.530029,3662.530029,3592.010010,3633.330078,3633.330078,32438400
2022-05-20,3650.090088,3710.669922,3645.770020,3657.030029,3657.030029,37523800
2022-05-23,3669.530029,3708.389893,3653.139893,3708.389893,3708.389893,31080500
2022-05-24,3700.120117,3700.120117,3645.510010,3647.560059,3647.560059,31888600
2022-05-25,3652.389893,3690.820068,3633.780029,3677.100098,3677.100098,32818300
2022-05-27,3744.629883,3808.860107,3744.629883,3808.860107,3808.860107,27506100
2022-05-30,3817.709961,3852.679932,3817.709961,3841.620117,3841.620117,25414500
2022-05-31,3833.030029,3833.729980,3780.409912,3789.209961,3789.209961,53942600
2022-06-01,3800.100098,3813.040039,3755.060059,3759.540039,3759.540039,29497900
2022-06-02,3761.189941,3799.179932,3761.189941,3795.129883,3795.129883,18420000
2022-06-03,3813.290039,3822.370117,3777.469971,3783.659912,3783.659912,20349100
2022-06-07,3830.209961,3830.209961,3783.350098,3806.739990,3806.739990,22608200
2022-06-08,3815.770020,3823.979980,3768.429932,3788.929932,3788.929932,27006900
2022-06-09,3780.030029,3788.969971,3719.520020,3724.449951,3724.449951,32691000
2022-06-10,3716.560059,3716.560059,3596.639893,3599.199951,3599.199951,56996300
2022-06-13,3581.870117,3581.870117,3494.310059,3502.500000,3502.500000,48850900
2022-06-14,3512.040039,3540.870117,3466.689941,3475.179932,3475.179932,35902300
2022-06-15,3496.280029,3549.270020,3487.439941,3532.320068,3532.320068,42377900
2022-06-16,3528.110107,3528.110107,3420.649902,3427.909912,3427.909912,40203200
2022-06-17,3433.560059,3485.939941,3422.780029,3438.459961,3438.459961,73481500
2022-06-20,3443.250000,3469.850098,3429.399902,3469.830078,3469.830078,27025000
2022-06-21,3469.830078,3524.239990,3469.830078,3494.000000,3494.000000,28682300
2022-06-22,3494.000000,3494.000000,3413.040039,3464.639893,3464.639893,31496400
2022-06-23,3456.350098,3481.850098,3411.830078,3436.290039,3436.290039,39573200
2022-06-24,3443.280029,3538.939941,3443.280029,3533.169922,3533.169922,33373800
2022-06-27,3537.860107,3595.669922,3523.969971,3538.879883,3538.879883,33202600
2022-06-28,3545.919922,3583.459961,3545.889893,3549.290039,3549.290039,28200500
2022-06-29,3534.820068,3534.820068,3495.179932,3514.320068,3514.320068,27093600
2022-06-30,3501.199951,3501.199951,3414.739990,3454.860107,3454.860107,47870300
2022-07-01,3450.620117,3471.250000,3405.439941,3448.310059,3448.310059,34144000
2022-07-04,3458.989990,3476.629883,3445.389893,3452.419922,3452.419922,28136000
2022-07-05,3464.389893,3477.040039,3357.060059,3359.830078,3359.830078,40506100
2022-07-06,3368.510010,3438.959961,3368.510010,3421.840088,3421.840088,37702500
2022-07-07,3443.250000,3493.939941,3443.250000,3488.500000,3488.500000,37434300
2022-07-08,3484.709961,3510.860107,3454.510010,3506.550049,3506.550049,30502700
2022-07-11,3485.000000,3492.110107,3440.139893,3471.689941,3471.689941,25927600
2022-07-12,3457.149902,3489.370117,3425.590088,3487.050049,3487.050049,43011800
2022-07-13,3481.820068,3481.820068,3409.540039,3453.969971,3453.969971,30818000
2022-07-14,3449.340088,3454.260010,3372.120117,3396.610107,3396.610107,44508800
2022-07-15,3402.679932,3480.850098,3394.020020,3477.199951,3477.199951,42287500
2022-07-18,3480.360107,3532.610107,3480.360107,3511.860107,3511.860107,33832300
2022-07-19,3498.429932,3593.780029,3473.639893,3587.439941,3587.439941,38039300
2022-07-20,3583.860107,3605.320068,3546.459961,3585.239990,3585.239990,40305000
2022-07-21,3581.719971,3611.100098,3554.689941,3596.510010,3596.510010,50380200
2022-07-22,3589.959961,3625.159912,3577.810059,3596.489990,3596.489990,37701200
2022-07-25,3592.330078,3619.520020,3572.750000,3604.159912,3604.159912,28368100
2022-07-26,3602.010010,3604.370117,3571.840088,3575.360107,3575.360107,26051200
2022-07-27,3583.389893,3617.500000,3583.389893,3607.780029,3607.780029,28849600
2022-07-28,3623.290039,3652.870117,3594.580078,3652.199951,3652.199951,39513900
2022-07-29,3662.699951,3720.159912,3662.699951,3708.100098,3708.100098,47393000
2022-08-02,3701.629883,3701.629883,3664.280029,3684.629883,3684.629883,29913500
2022-08-03,3687.989990,3734.790039,3681.889893,3732.540039,3732.540039,29490700
2022-08-04,3733.520020,3781.570068,3733.520020,3754.600098,3754.600098,31192400
2022-08-05,3751.510010,3757.479980,3716.389893,3725.389893,3725.389893,29117700
2022-08-08,3737.310059,3778.989990,3737.310059,3757.219971,3757.219971,24556800
2022-08-09,3752.260010,3755.320068,3711.550049,3715.370117,3715.370117,22617300
2022-08-10,3714.399902,3757.889893,3694.879883,3749.350098,3749.350098,25956200
2022-08-11,3761.449951,3771.199951,3741.250000,3757.050049,3757.050049,23953000
2022-08-12,3760.580078,3784.189941,3756.189941,3776.810059,3776.810059,26900300
2022-08-15,3782.189941,3794.899902,3763.030029,3789.620117,3789.620117,21425200
2022-08-16,3796.040039,3819.120117,3786.590088,3805.219971,3805.219971,23982100
2022-08-17,3806.929932,3813.040039,3751.570068,3756.060059,3756.060059,25845100
2022-08-18,3755.850098,3779.770020,3748.889893,3777.379883,3777.379883,21449800
2022-08-19,3772.250000,3772.250000,3725.550049,3730.320068,3730.320068,31651600
2022-08-22,3724.139893,3724.139893,3643.719971,3658.219971,3658.219971,31457800
2022-08-23,3654.040039,3674.729980,3635.270020,3652.520020,3652.520020,29737400
2022-08-24,3651.050049,3672.790039,3626.409912,3667.459961,3667.459961,22406900
2022-08-25,3670.570068,3703.520020,3659.750000,3674.540039,3674.540039,28976000
2022-08-26,3682.020020,3706.489990,3593.479980,3603.679932,3603.679932,32299200
2022-08-29,3600.479980,3600.479980,3537.239990,3570.510010,3570.510010,23779200
2022-08-30,3576.889893,3629.500000,3545.919922,3561.919922,3561.919922,30129900
2022-08-31,3571.969971,3583.050049,3517.250000,3517.250000,3517.250000,41297400
2022-09-01,3514.489990,3514.489990,3448.489990,3456.699951,3456.699951,27771400
2022-09-02,3466.659912,3548.850098,3466.659912,3544.379883,3544.379883,29976900
2022-09-05,3532.770020,3532.770020,3445.840088,3490.010010,3490.010010,26166800
2022-09-06,3490.159912,3521.100098,3471.889893,3500.139893,3500.139893,25364400
2022-09-07,3495.020020,3510.899902,3462.860107,3502.090088,3502.090088,28569400
2022-09-08,3510.909912,3524.639893,3454.600098,3512.379883,3512.379883,34830400
2022-09-09,3512.709961,3581.570068,3512.709961,3570.040039,3570.040039,36556400
2022-09-12,3579.179932,3657.229980,3579.179932,3646.510010,3646.510010,36112400
2022-09-13,3649.239990,3683.020020,3586.080078,3586.179932,3586.179932,34987400
2022-09-14,3583.879883,3591.370117,3545.800049,3567.560059,3567.560059,29903900
2022-09-15,3566.469971,3586.360107,3532.080078,3541.790039,3541.790039,42869700
2022-09-16,3532.199951,3532.199951,3482.399902,3500.409912,3500.409912,64574500
2022-09-19,3499.780029,3520.110107,3451.510010,3499.489990,3499.489990,24090400
2022-09-20,3500.419922,3537.909912,3459.939941,3467.090088,3467.090088,35424200
2022-09-21,3461.300049,3494.409912,3425.699951,3491.870117,3491.870117,28274900
2022-09-22,3476.229980,3494.379883,3427.060059,3427.139893,3427.139893,29846400
2022-09-23,3427.139893,3427.139893,3330.100098,3348.600098,3348.600098,37876000
2022-09-26,3343.199951,3377.610107,3325.199951,3342.560059,3342.560059,32215800
2022-09-27,3349.939941,3396.080078,3328.649902,3328.649902,3328.649902,38819300
2022-09-28,3322.590088,3339.550049,3259.330078,3335.300049,3335.300049,43673200
2022-09-29,3332.800049,3332.800049,3249.570068,3279.040039,3279.040039,40550100
2022-09-30,3282.000000,3324.239990,3279.979980,3318.199951,3318.199951,39522200
2022-10-03,3309.020020,3348.449951,3259.750000,3342.169922,3342.169922,31500900
2022-10-04,3359.709961,3484.479980,3359.709961,3484.479980,3484.479980,37025400
2022-10-05,3479.239990,3480.449951,3427.699951,3447.719971,3447.719971,30015000
2022-10-06,3455.280029,3476.669922,3419.800049,3433.449951,3433.449951,26750600
2022-10-07,3419.310059,3434.129883,3373.649902,3375.459961,3375.459961,28227400
2022-10-10,3367.860107,3389.939941,3338.360107,3356.879883,3356.879883,24639400
2022-10-11,3352.540039,3356.409912,3310.409912,3340.350098,3340.350098,28872900
2022-10-12,3339.500000,3365.850098,3315.540039,3331.530029,3331.530029,27895000
2022-10-13,3321.179932,3373.110107,3256.320068,3362.399902,3362.399902,35395100
2022-10-14,3371.709961,3452.989990,3371.709961,3381.729980,3381.729980,34861200
2022-10-17,3382.120117,3456.810059,3369.550049,3441.639893,3441.639893,26488900
2022-10-18,3449.949951,3511.060059,3449.949951,3463.830078,3463.830078,32665300
2022-10-19,3466.709961,3498.199951,3458.169922,3471.239990,3471.239990,23229200
2022-10-20,3467.570068,3501.580078,3451.750000,3492.850098,3492.850098,29617500
2022-10-21,3477.270020,3488.010010,3422.929932,3476.629883,3476.629883,38820800
2022-10-24,3488.780029,3552.739990,3473.209961,3527.790039,3527.790039,31331300
2022-10-25,3536.919922,3585.580078,3511.520020,3585.580078,3585.580078,29931100
2022-10-26,3586.469971,3609.719971,3560.429932,3605.310059,3605.310059,31449100
2022-10-27,3604.949951,3618.729980,3565.360107,3604.510010,3604.510010,38256800
2022-10-28,3594.600098,3615.909912,3558.550049,3613.020020,3613.020020,29709100
2022-10-31,3622.550049,3631.229980,3606.969971,3617.540039,3617.540039,29741100
2022-11-01,3628.600098,3680.239990,3628.600098,3651.020020,3651.020020,27274900
2022-11-02,3653.419922,3675.659912,3621.179932,3622.010010,3622.010010,29427000
2022-11-03,3596.070068,3597.580078,3563.419922,3593.179932,3593.179932,28571100
2022-11-04,3601.919922,3711.209961,3601.919922,3688.330078,3688.330078,50017600
2022-11-07,3682.459961,3719.209961,3667.979980,3708.800049,3708.800049,34448100
2022-11-08,3704.199951,3741.290039,3695.169922,3739.280029,3739.280029,27401900
2022-11-09,3735.469971,3739.649902,3708.510010,3728.030029,3728.030029,30769500
2022-11-10,3717.689941,3849.139893,3706.790039,3846.560059,3846.560059,44833600
2022-11-11,3873.070068,3890.250000,3859.500000,3868.500000,3868.500000,38268800
2022-11-14,3873.510010,3915.669922,3872.209961,3887.510010,3887.510010,27377000
2022-11-15,3896.290039,3932.229980,3889.250000,3915.090088,3915.090088,31088400
2022-11-16,3911.679932,3918.969971,3873.340088,3882.780029,3882.780029,29788000
2022-11-17,3890.169922,3910.169922,3842.870117,3878.419922,3878.419922,32444500
2022-11-18,3889.560059,3940.939941,3889.560059,3924.840088,3924.840088,43431600
2022-11-21,3915.659912,3921.949951,3896.709961,3909.280029,3909.280029,32334100
2022-11-22,3903.800049,3935.550049,3901.139893,3929.899902,3929.899902,32160400
2022-11-23,3938.570068,3950.139893,3925.370117,3946.439941,3946.439941,28050200
2022-11-24,3948.780029,3976.429932,3947.159912,3961.989990,3961.989990,21285500
2022-11-25,3962.260010,3975.169922,3951.639893,3962.409912,3962.409912,22532600
2022-11-28,3952.709961,3957.560059,3925.129883,3935.510010,3935.510010,26030300
2022-11-29,3941.550049,3953.979980,3924.560059,3934.439941,3934.439941,26485800
2022-11-30,3945.709961,3972.689941,3943.459961,3964.719971,3964.719971,54927900
2022-12-01,3970.679932,4004.189941,3968.889893,3984.500000,3984.500000,35844500
2022-12-02,3974.159912,3996.570068,3940.520020,3977.899902,3977.899902,28794900
2022-12-05,3973.449951,3977.729980,3950.310059,3956.530029,3956.530029,20318200
2022-12-06,3953.500000,3963.510010,3924.649902,3939.189941,3939.189941,26961700
2022-12-07,3929.709961,3944.030029,3911.459961,3920.899902,3920.899902,25630500
2022-12-08,3926.169922,3931.080078,3903.929932,3921.270020,3921.270020,19982600
2022-12-09,3926.590088,3946.500000,3905.939941,3942.620117,3942.620117,26353100
2022-12-12,3931.590088,3936.110107,3911.669922,3921.820068,3921.820068,20949200
2022-12-13,3926.360107,4035.149902,3923.929932,3986.830078,3986.830078,33650300
2022-12-14,3980.709961,3980.709961,3955.149902,3975.260010,3975.260010,26716900
2022-12-15,3950.020020,3950.020020,3831.209961,3835.699951,3835.699951,49103300
2022-12-16,3831.000000,3837.770020,3783.939941,3804.020020,3804.020020,72865300
